2025-06-11 18:46:59,1.1246747970581055,0.5260412693023682,0.13564109802246094,14670,6930,21600,366161,169984,536145
2025-06-11 18:49:03,0.7086210250854492,0.777125358581543,0.12276554107666016,8370,11160,19530,250927,276759,527686
2025-06-11 18:51:09,0.08547186851501465,0.2937297821044922,0.027774572372436523,990,3600,4590,24068,91344,115412
2025-06-11 18:52:21,2.5786547660827637,1.9705274105072021,0.3547377586364746,30870,25830,56700,865297,691613,1556910
2025-06-11 18:54:35,3.6104462146759033,3.107311248779297,0.5366592407226562,45900,38790,84690,1171814,1062201,2234015
2025-06-11 18:55:47,0.15082287788391113,0.14125847816467285,0.024564504623413086,1980,1800,3780,48463,37606,86069
2025-06-12 11:32:37,1.6078760623931885,1.003798246383667,0.20050930976867676,18990,11430,30420,494707,301912,796619
