timestamp,noise_type,noise_value,robot1_accuracy,robot1_false_negatives,robot1_false_positives,robot1_unknown_percentage,robot1_observed_area,robot1_roc_auc,robot1_nll,robot2_accuracy,robot2_false_negatives,robot2_false_positives,robot2_unknown_percentage,robot2_observed_area,robot2_roc_auc,robot2_nll,combined_accuracy,combined_false_negatives,combined_false_positives,combined_unknown_percentage,combined_observed_area,combined_roc_auc,combined_nll
2025-06-26 18:40:48,range_std,0.0,99.8814453133576,0.0,0.11855468664239954,69.03747430473229,3.064766666666667,0.9994051264877346,0.04273144032994068,99.78909486819244,0.006193504643498613,0.2047116271640594,62.641552630970054,3.421504166666667,0.9963435126486528,0.07601791468857706,99.85106371859926,0.0036580841045793988,0.14527819729615327,54.27423305309188,5.231104166666666,0.9964748224413,0.045607652225374995
2025-06-26 18:41:32,range_std,0.05,99.92525684466106,0.0,0.07474315533892624,69.98738348759558,3.064766666666667,0.9996255565591143,0.026940163842452205,99.75749810492987,0.023478745027537214,0.21902315004259715,63.692625441295924,3.421504166666667,0.984673908395086,0.08740654252112005,99.83854316393925,0.012836993684560712,0.14861984237618178,55.94548633374885,5.231104166666666,0.9858262825863067,0.04346929619631215
2025-06-26 18:42:14,range_std,0.1,99.97240355948843,0.0004524006641241749,0.027144039847450497,69.94836474772413,3.064766666666667,0.996617431932228,0.009946765365726104,99.87516823687753,0.029609690444145357,0.09522207267833109,63.80734106953447,3.421504166666667,0.9620432961647286,0.044993928019389395,99.9199889439268,0.01582036790538329,0.06419068816781956,56.19758416204355,5.231104166666666,0.9639570179333584,0.03990992180134433
2025-06-26 18:42:57,range_std,0.15000000000000002,99.98606472262055,0.0,0.013935277379448613,69.75612607811361,3.064766666666667,0.9999303051286432,0.005022783077460727,99.91394292668005,0.03865845090544816,0.04739862241450599,63.77360834233482,3.421504166666667,0.8928852540790079,0.0310181132242629,99.94544690802168,0.021093862231621515,0.03345922974670999,56.197663813806045,5.231104166666666,0.9003896236082245,0.03905249707049423
2025-06-26 18:43:42,range_std,0.2,99.99012265862113,0.0,0.009877341378876857,69.7187387838117,3.064766666666667,0.9999506099669087,0.0035601546906624403,99.92783660865625,0.0446406095289241,0.02752278181482538,63.717833652596745,3.421504166666667,0.787402177468802,0.026010322649773453,99.95358378672569,0.024937338112079682,0.021478875162229214,56.241153676127965,5.231104166666666,0.7858859686077175,0.0386819049958502
2025-06-26 18:44:26,range_std,0.25,99.9950713754447,0.0008961135555097542,0.004032510999793894,69.6570157597642,3.064766666666667,0.9230567593474398,0.0017764563515647851,99.93323111094708,0.048986220109178885,0.017782668943743016,63.70468154235284,3.421504166666667,0.6982581218402516,0.024065946941999577,99.96012352602713,0.02804099083023183,0.011835483142630318,56.25557064513945,5.231104166666666,0.7372047531049796,0.03836340491062899
2025-06-26 18:45:09,range_std,0.30000000000000004,99.99509173984437,0.0004462054686942243,0.004462054686942243,69.53112254331488,3.064766666666667,0.8333110227612456,0.001769116277933972,99.92884592793972,0.05638624578361778,0.0147678262766618,63.71661586461121,3.421504166666667,0.631505051688967,0.025646527105650033,99.9588403917812,0.032053500205798044,0.009106108013010808,56.26465094606381,5.231104166666666,0.6666648038921337,0.03834890280134224
2025-06-26 18:46:03,range_std,0.35000000000000003,99.99510480174447,0.002225090116149704,0.002670108139379645,69.44982217243292,3.064766666666667,0.7499866488651535,0.0017644082919333296,99.92288452124698,0.06672165335586447,0.010393825397144715,63.67898621585779,3.421504166666667,0.5577257694161754,0.027795235871093123,99.95520047786157,0.038061382629804796,0.006738139508625729,56.26218174142649,5.231104166666666,0.6175487087321652,0.038334778538619024
2025-06-26 18:46:46,range_std,0.4,99.996000568808,0.0008887624871129439,0.003110668704895304,69.40604504965032,3.064766666666667,0.749984446380006,0.0014415411163839111,99.91896109462799,0.07166250309756148,0.009376402274447295,63.63417161798965,3.421504166666667,0.5446339321296939,0.029209382162621693,99.95046764371668,0.04170187348853471,0.007830482794790362,56.26034975088912,5.231104166666666,0.6285184290054292,0.038346418361680346
2025-06-26 18:47:28,range_std,0.45,99.99468624490213,0.0035425033985891983,0.0017712516992945992,69.29768987307354,3.064766666666667,0.6363547796737357,0.0019152714694280005,99.91819080987744,0.07510351880102596,0.006705671321520176,63.67886443705923,3.421504166666667,0.5253901739059864,0.02948702092821462,99.94936533638355,0.04589904759476241,0.004735616021681836,56.26871318595102,5.231104166666666,0.6154401212181914,0.03832948777046527
2025-06-26 18:48:11,range_std,0.5,99.99690290153882,0.00176977054924829,0.0013273279119362174,69.27199460535331,3.064766666666667,0.49999336324298493,0.0011163074344692468,99.92013369217243,0.07651058060792354,0.003355727219645769,63.710161588287804,3.421504166666667,0.5249832078399237,0.028786735168054634,99.95271703610666,0.04527480712567045,0.0020081567676708666,56.36947266550641,5.231104166666666,0.6234058849777444,0.03808154998807927
2025-06-26 18:48:53,angle_std,0.0,99.8814453133576,0.0,0.11855468664239954,69.03747430473229,3.064766666666667,0.9994051264877346,0.04273144032994068,99.78909486819244,0.006193504643498613,0.2047116271640594,62.641552630970054,3.421504166666667,0.9963435126486528,0.07601791468857706,99.85106371859926,0.0036580841045793988,0.14527819729615327,54.27423305309188,5.231104166666666,0.9964748224413,0.045607652225374995
